OSE Building ID,Data Year,Building Name,Building Type,Address,City,State,Zip Code,Latitude,Longitude,Neighborhood,Council District Code,Year Built,Numberof Floors,Property GFA Total,PropertyGFABuilding(s),Property GFA Parking,Primary Property Type,ENERGYSTAR Score,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),Largest Property Use Type,Largest Property Use Type GFA,Second Largest Property Use Type,Second Largest Property Use Type GFA,Third Largest Property Use Type,Third Largest Property Use Type GFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),EPA Building Sub Type Name,Compliance Issue,Compliance Status,Electricity(kBtu),NaturalGas(kBtu),GHG Emissions Intensity,Total Ghg Emissions
24288,2018,CARITAS COURT RETAIL & APTS,Multifamily MR (5-9),4415 SW OREGON ST,SEATTLE,WA,98116,47.5628,-122.38904,SOUTHWEST,1,1997,5,26843,21815,5028,Multifamily Housing,,30.100000381,29,657640,633541,58.400001526,56.599998474,Multifamily Housing,21815,Parking,5028,,,95415,0,3080,Multifamily Housing,No Issue,Compliant,325556,307985,0.8,17.2
31187,2018,ELEMENT 42,Multifamily MR (5-9),2641 42ND AVE SW,SEATTLE,WA,98116,47.58012,-122.38548,SOUTHWEST,1,2011,5,63597,54950,8647,Multifamily Housing,87,33.599998474,33,2186656,2151360,70.699996948,69.699996948,Multifamily Housing,65115,Parking,11550,,,381440,0,8499,Multifamily Housing,No Issue,Compliant,1301474,849886,0.9,48.6
23111,2018,HARBOUR VISTA CONDOMINIUM,Multifamily MR (5-9),1019 HARBOR AVE SW,SEATTLE,WA,98116,47.59431,-122.38462,SOUTHWEST,1,1994,6,31027,31027,0,Multifamily Housing,,26.899999619,25.799999237,901074,865166,67.300003052,64.5,Multifamily Housing,33500,,,,,209790,0,1494,Multifamily Housing,No Issue,Compliant,715802,149364,0.3,9.8
23519,2018,SERRANO ON CALIFORNIA CONDOMINIUM,Multifamily MR (5-9),4847 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.55769,-122.38708,SOUTHWEST,1,2002,6,40025,40025,0,Multifamily Housing,88,35.5,34.900001526,1420024,1396255,77.199996948,76.599998474,Multifamily Housing,40025,,,,,267612,0,4832,Multifamily Housing,No Issue,Compliant,913093,483162,0.7,28.1
23882,2018,SONATA AT ALKI CONDOMINIUM,Multifamily MR (5-9),1534 ALKI AVE SW,SEATTLE,WA,98116,47.58951,-122.39347,SOUTHWEST,1,1993,6,29358,29358,0,Multifamily Housing,,29.399999619,29,863186,850459,64.300003052,63.900001526,Multifamily Housing,29358,,,,,164482,0,2892,Multifamily Housing,No Issue,Compliant,561213,289246,0.6,16.9
25526,2018,WATERFRONT AT ALKI BEACH CONDOMINIUM,Multifamily MR (5-9),1170 ALKI AVE SW,SEATTLE,WA,98116,47.59454,-122.38774,SOUTHWEST,1,1996,6,43222,43222,0,Multifamily Housing,89,32.5,31.5,1403408,1363616,66.599998474,65.199996948,Multifamily Housing,43222,,,,,232455,0,5705,Multifamily Housing,No Issue,Compliant,793136,570480,0.7,32.4
25531,2018,WATERSIDE AT ALKI BEACH CONDOMINIUM,Multifamily MR (5-9),1550 ALKI AVE SW,SEATTLE,WA,98116,47.58946,-122.39376,SOUTHWEST,1,1994,6,44188,44188,0,Multifamily Housing,97,32.799999237,32.200000763,1451568,1422220,68.900001526,68.199996948,Multifamily Housing,44188,,,,,254915,0,5525,Multifamily Housing,No Issue,Compliant,869769,552451,0.7,31.7
27350,2018,REGATTA ON ALKI CONDOMINIUM,Multifamily MR (5-9),1502 ALKI AVE SW,SEATTLE,WA,98116,47.59028,-122.39281,SOUTHWEST,1,1997,6,21900,21900,0,Multifamily Housing,,31.299999237,29.899999619,685749,654665,61.299999237,59.099998474,Multifamily Housing,21900,,,,,101632,0,3079,Multifamily Housing,No Issue,Compliant,346770,307895,0.8,17.3
28028,2018,POINT NAUTICA CONDOMINIUM,Multifamily MR (5-9),1005 HARBOR AVE SW,SEATTLE,WA,98116,47.59478,-122.38513,SOUTHWEST,1,1998,6,36730,36730,0,Multifamily Housing,,28.299999237,27.5,1039716,1009004,57.099998474,55.700000763,Multifamily Housing,36730,,,,,165377,0,4447,Multifamily Housing,No Issue,Compliant,564268,444736,0.7,25.1
25854,2018,1226 ALKI AVE SW,Multifamily MR (5-9),1226 ALKI AVE SW,SEATTLE,WA,98116,47.59393,-122.38886,SOUTHWEST,1,2008,6,24396,24396,0,Multifamily Housing,,34.900001526,34.599998474,608042,602958,71.800003052,71.5,Multifamily Housing,17426,Parking,6970,,,102703,0,2525,Multifamily Housing,No Issue,Compliant,350424,252534,0.6,14.3
25857,2018,1238 ALKI CONDOMINIUM,Multifamily MR (5-9),1238 ALKI AVE SW,SEATTLE,WA,98116,47.59376,-122.38936,SOUTHWEST,1,2002,6,25200,25200,0,Multifamily Housing,,29.899999619,29.299999237,791125,774349,65.199996948,64.199996948,Multifamily Housing,26450,Parking,7935,,,148035,0,2693,Multifamily Housing,No Issue,Compliant,505096,269253,0.6,15.7
27081,2018,SOUNDVIEW,Multifamily MR (5-9),4815 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.55856,-122.38723,SOUTHWEST,1,2001,6,108066,75630,32436,Multifamily Housing,,25.600000381,25.200000763,1938095,1907336,71.800003052,70.599998474,Multifamily Housing,71549,Retail Store,4081,,,559008,0,0,Multifamily Housing,No Issue,Compliant,1907336,0,0.1,5.1
25062,2018,MURAL APARTMENTS - NEW CONST.,Multifamily MR (5-9),4727 42ND AVE SW,SEATTLE,WA,98116,47.56016,-122.38583,SOUTHWEST,1,2008,7,156605,114045,42560,Multifamily Housing,100,33.400001526,32.700000763,3646870,3565052,64.199996948,63.099998474,Multifamily Housing,109045,Parking,42560,,,525586,0,17718,Multifamily Housing,No Issue,Compliant,1793299,1771752,0.9,98.9
23106,2018,HARBOR PARK CONDOMINIUM,Multifamily MR (5-9),1727 HARBOR AVE SW,SEATTLE,WA,98126,47.58729,-122.3792,SOUTHWEST,1,1973,5,63414,57233,6181,Multifamily Housing,24,38,36.799999237,2406887,2333640,82.400001526,80.199996948,Multifamily Housing,63414,,,,,441806,0,8262,Multifamily Housing,No Issue,Compliant,1507442,826197,0.8,47.9
25895,2018,AVALON WEST,Multifamily MR (5-9),3250 SW AVALON WAY,SEATTLE,WA,98126,47.5643,-122.37474,SOUTHWEST,1,1991,5,21294,21294,0,Multifamily Housing,92,26.399999619,26,562865,553136,74,72.699996948,Multifamily Housing,21294,,,,,162115,0,0,Multifamily Housing,No Issue,Compliant,553136,0,0.1,1.5
25897,2018,WESTSIDE II,Multifamily MR (5-9),3236 SW AVALON WAY,SEATTLE,WA,98126,47.5643,-122.37409,SOUTHWEST,1,1991,5,30796,21294,9502,Multifamily Housing,95,35.200000763,34.5,627852,615247,98.699996948,96.699996948,Multifamily Housing,17819,Parking,7127,,,180318,0,0,Multifamily Housing,No Issue,Compliant,615247,0,0.1,1.6
28027,2018,POINT ELLIOTT CONDOMINIUM,Multifamily MR (5-9),1661 HARBOR AVE SW,SEATTLE,WA,98126,47.58836,-122.38032,SOUTHWEST,1,1998,6,42188,42188,0,Multifamily Housing,,35.299999237,34.099998474,1487770,1438771,67,65.400001526,Multifamily Housing,42188,,,,,209322,0,7246,Multifamily Housing,No Issue,Compliant,714207,724564,1,40.4
26019,2018,WESTMONT CONDOMINIUM,Multifamily MR (5-9),3120 SW AVALON WAY,SEATTLE,WA,98126,47.56486,-122.37284,SOUTHWEST,1,2002,6,25800,25800,0,Multifamily Housing,95,26.700000763,26.100000381,687618,674342,74.599998474,73.199996948,Multifamily Housing,25800,Parking,2550,,,197638,0,0,Multifamily Housing,No Issue,Compliant,674343,0,0.1,1.8
25065,2018,CITY WATCH APTS,Multifamily MR (5-9),4718 41ST AVE SW,SEATTLE,WA,98116,47.56028,-122.38371,SOUTHWEST,1,1991,5,163699,105596,58103,Mixed Use Property,78,38.900001526,38.299999237,4104002,4045452,108.800003052,107.300003052,Multifamily Housing,80536,Parking,58103,Office,25060,1185654,0,0,Mixed Use Property,No Issue,Compliant,4045451,0,0.1,10.8
50187,2018,ISOLA SW ALASKA,Multifamily MR (5-9),4400 SW ALASKA ST,SEATTLE,WA,,47.56127,-122.38861,SOUTHWEST,1,2017,5,29317,27424,1893,Multifamily Housing,,35.599998474,34.5,1006857,976362,67.199996948,66.099998474,Multifamily Housing,28317,Parking,1893,,,141752,0,4927,Multifamily Housing,No Issue,Compliant,483659,492703,1,27.5
50095,2018,Broadstone Sky,Multifamily MR (5-9),4745 40TH AVE SW,SEATTLE,WA,98116,47.55976,-122.3832,SOUTHWEST,1,2015,7,208136,149318,58818,Multifamily Housing,99,35.799999237,35.299999237,4332454,4277975,72.099998474,71.599998474,Multifamily Housing,121089,Parking,44717,,,699628,0,18908,Multifamily Housing,No Issue,Compliant,2387131,1890844,0.7,106.8
26829,2018,ASCONA APTS,Multifamily MR (5-9),200 5TH AVE S,SEATTLE,WA,98104,47.60071,-122.32738,DOWNTOWN,2,1910,5,40420,40420,0,Multifamily Housing,99,31.899999619,31.600000381,1290076,1277189,64.199996948,63.900001526,Multifamily Housing,40420,,,,,207948,0,5677,Multifamily Housing,No Issue,Compliant,709519,567671,0.8,32
26843,2018,METROPOLITAN PARK APARTMENTS,Multifamily MR (5-9),601 S WASHINGTON ST,SEATTLE,WA,98104,47.60071,-122.3257,DOWNTOWN,2,1991,5,97737,58015,39722,Multifamily Housing,95,25.899999619,25.299999237,2529703,2477442,63.200000763,62.099998474,Multifamily Housing,97737,,,,,580240,0,4977,Multifamily Housing,No Issue,Compliant,1979778,497663,0.5,31.7
23162,2018,LESCHI HOUSE,Multifamily MR (5-9),1011 S WELLER ST,SEATTLE,WA,98104,47.59718,-122.31895,DOWNTOWN,2,1988,6,68669,68669,0,Multifamily Housing,82,28.100000381,27.299999237,1927823,1871463,78.599998474,76.300003052,Multifamily Housing,68669,,,,,548494,0,0,Multifamily Housing,No Issue,Compliant,1871463,0,0.1,5
22351,2018,FLORENTINE CONDOMINIUM,Multifamily MR (5-9),536 1ST AVE S,SEATTLE,WA,98104,47.59731,-122.33369,DOWNTOWN,2,1909,6,201656,201656,0,Multifamily Housing,87,23.100000381,22.799999237,3865827,3819984,64.699996948,63.900001526,Multifamily Housing,152893,Retail Store,14536,,,1119573,0,0,Multifamily Housing,No Issue,Compliant,3819983,0,0.1,10.2
25819,2018,705 LOFTS,Multifamily MR (5-9),705 S WELLER ST,SEATTLE,WA,98104,47.59739,-122.32354,DOWNTOWN,2,2006,6,46951,35028,11923,Multifamily Housing,,25.600000381,25.600000381,934947,934947,71.800003052,71.800003052,Multifamily Housing,35425,Parking,12600,Office,1050,274017,0,0,Multifamily Housing,No Issue,Compliant,934947,0,0.1,2.5
23552,2018,TOBIRA,Multifamily MR (5-9),108 5TH AVE S,SEATTLE,WA,98104,47.6015,-122.32722,DOWNTOWN,2,2001,7,109284,109284,0,Multifamily Housing,100,22,21.600000381,1731572,1701678,61.599998474,60.599998474,Multifamily Housing,78669,Parking,30615,,,498734,0,0,Multifamily Housing,No Issue,Compliant,1701679,0,0,4.5
50061,2018,HIRABAYASHI PLACE APTS,Multifamily MR (5-9),442 S MAIN ST,SEATTLE,WA,98104,47.60029,-122.32844,DOWNTOWN,2,2015,7,91128,91128,0,Multifamily Housing,,30.700000763,30,2798935,2735783,63.900001526,62.599998474,Multifamily Housing,84788,Pre-school/Daycare,6340,,,474906,0,11154,Multifamily Housing,No Issue,Compliant,1620378,1115405,0.7,63.6
49897,2018,ARTSPACE MT BAKER LOFTS,Multifamily MR (5-9),2915 RAINIER AVE S,SEATTLE,WA,98144,47.57703,-122.29751,GREATER DUWAMISH,2,2014,5,78756,78756,0,Multifamily Housing,74,32.700000763,32.099998474,1822226,1788841,84.599998474,83,Multifamily Housing,55751,,,,,460416,0,2179,Multifamily Housing,No Issue,Compliant,1570939,217902,0.2,15.8
49919,2018,THE DENNING APARTMENTS,Multifamily MR (5-9),2721 17TH AVE S,SEATTLE,WA,98144,47.57883,-122.31105,GREATER DUWAMISH,2,2014,6,45167,45167,0,Multifamily Housing,,28.600000381,28.399999619,1091866,1084998,64.599998474,64.099998474,Multifamily Housing,36297,Parking,6824,Other - Restaurant/Bar,1144,218957,0,3379,Multifamily Housing,No Issue,Compliant,747080,337918,0.4,19.9
50180,2018,PLAZA ROBERTO MAESTAS,Multifamily MR (5-9),1670 S ROBERTO MAESTAS FEST ST,SEATTLE,WA,98144,47.57974,-122.31103,GREATER DUWAMISH,2,2016,6,185611,185611,0,Multifamily Housing,97,36,35.200000763,4871818,4763844,67.400001526,66.099998474,Multifamily Housing,110888,Retail Store,24479,Parking,10917,661488,0,25068,Multifamily Housing,No Issue,Compliant,2256998,2506845,0.7,139.2
25530,2018,WATER'S EDGE,Multifamily MR (5-9),9530 RAINIER AVE S,SEATTLE,WA,98118,47.52058,-122.26028,SOUTHEAST,2,1964,5,20967,20967,0,Multifamily Housing,93,23.700000763,23,496288,482118,66.300003052,64.400001526,Multifamily Housing,20967,,,,,141301,0,0,Multifamily Housing,No Issue,Compliant,482118,0,0.1,1.3
24752,2018,SUMMIT AT MADISON PARK APARTMENTS,Multifamily MR (5-9),2201 E MADISON ST,SEATTLE,WA,98112,47.61809,-122.30364,CENTRAL,3,2004,6,439604,282607,156997,Multifamily Housing,99,26.5,26,6364885,6265343,52.299999237,51.599998474,Multifamily Housing,186618,Other,53952,,,975532,0,29368,Multifamily Housing,No Issue,Compliant,3328516,2936827,0.6,164.9
27843,2018,OLYMPIAN APARTMENTS,Multifamily MR (5-9),1605 E MADISON ST,SEATTLE,WA,98122,47.6149,-122.31104,CENTRAL,3,1912,6,48700,44644,4056,Multifamily Housing,94,36,34,1606086,1518502,63.599998474,60.599998474,Multifamily Housing,44644,,,,,185915,0,8842,Multifamily Housing,No Issue,Compliant,634341,884161,1.1,48.7
49467,2018,THE JEFFERSON ON JEFFERSON & 12TH,Multifamily MR (5-9),500 12TH AVE,SEATTLE,WA,98122,47.60642,-122.31637,CENTRAL,3,2012,6,57495,47022,10473,Multifamily Housing,96,30.399999619,30.399999619,1511836,1511836,68.400001526,68.400001526,Multifamily Housing,45113,Parking,5866,Other,4596,303913,0,4749,Multifamily Housing,No Issue,Compliant,1036952,474884,0.6,28
27815,2018,MADISON PLACE,Multifamily MR (5-9),1813 19TH AVE,SEATTLE,WA,98122,47.61792,-122.3078,SHARED: CENTRAL &amp; EAST,3,1989,5,38560,31769,6791,Multifamily Housing,85,25.399999619,24.799999237,806818,787189,71.099998474,69.400001526,Multifamily Housing,31769,,,,,230712,0,0,Multifamily Housing,No Issue,Compliant,787189,0,0.1,2.1
49698,2018,LAWRENCE LOFTS,Multifamily MR (5-9),1818 E MADISON ST,SEATTLE,WA,98122,47.61687,-122.30796,SHARED: CENTRAL &amp; EAST,3,2012,6,174654,129219,45435,Multifamily Housing,96,28.5,28.200000763,3687082,3649240,76.900001526,76.099998474,Multifamily Housing,124279,Parking,49395,"Personal Services (Health/Beauty, Dry Cleaning, etc)",2620,1005501,0,2185,Multifamily Housing,No Issue,Compliant,3430769,218469,0.2,20.8
23925,2018,MCKINNEY MANOR APTS,Multifamily MR (5-9),1916 E MADISON ST,SEATTLE,WA,98122,47.61727,-122.30682,SHARED: CENTRAL &amp; EAST,3,1998,6,71597,56981,14616,Multifamily Housing,,27.700000763,27,1577364,1539547,77.5,75.699996948,Multifamily Housing,53523,Parking,14616,Retail Store,3458,451216,0,0,Multifamily Housing,No Issue,Compliant,1539547,0,0.1,4.1
23939,2018,MAIN STREET PLACE II,Multifamily MR (5-9),308 22ND AVE S,SEATTLE,WA,98144,47.59985,-122.30297,CENTRAL,3,2001,5,23286,23286,0,Multifamily Housing,,35.900001526,35.400001526,879010,867044,100.400001526,99,Multifamily Housing,22282,Parking,10904,Retail Store,2236,254116,0,0,Multifamily Housing,No Issue,Compliant,867044,0,0.1,2.3
23909,2018,WISTERIA VIEW MANOR,Multifamily MR (5-9),1400 S MAIN ST,SEATTLE,WA,98144,47.60054,-122.31351,CENTRAL,3,1980,6,62538,62538,0,Multifamily Housing,85,31.600000381,30.899999619,1985930,1940846,88.599998474,86.599998474,Multifamily Housing,62780,,,,,568829,0,0,Multifamily Housing,No Issue,Compliant,1940846,0,0.1,5.2
23816,2018,LEGACY AT PRATT PARK,Multifamily MR (5-9),1800 S JACKSON ST,SEATTLE,WA,98144,47.59938,-122.30875,CENTRAL,3,2008,6,371442,221996,149446,Multifamily Housing,100,31,31,7503887,7503887,66,66,Multifamily Housing,235146,Parking,157763,Fitness Center/Health Club/Gym,2351,1353613,0,28854,Multifamily Housing,No Issue,Compliant,4618528,2885360,0.7,165.6
23815,2018,SQUIRE PARK PLAZA,Multifamily MR (5-9),1700 S JACKSON ST,SEATTLE,WA,98144,47.59942,-122.31001,CENTRAL,3,2008,6,87041,68459,18582,Multifamily Housing,,27.799999237,27.399999619,1937830,1908114,78,76.800003052,Multifamily Housing,60000,Other,5893,Food Sales,3341,559236,0,0,Multifamily Housing,No Issue,Compliant,1908114,0,0.1,5.1
50165,2018,THE CENTRAL APARTMENTS,Multifamily MR (5-9),2203 E UNION ST,SEATTLE,WA,,47.61272,-122.30288,CENTRAL,3,2016,6,104598,74310,30288,Multifamily Housing,98,36.200000763,35.900001526,2176264,2160602,72.699996948,72.400001526,Multifamily Housing,60132,Parking,0,,,349453,0,9683,Multifamily Housing,No Issue,Compliant,1192332,968270,0.7,54.6
50181,2018,ABBEY LINCOLN COURT,Multifamily MR (5-9),2020 S JACKSON ST,SEATTLE,WA,,47.59944,-122.30495,CENTRAL,3,2016,7,50726,50726,0,Multifamily Housing,77,33.200000763,32.400001526,1684358,1644227,93,90.800003052,Multifamily Housing,50726,,,,,481896,0,0,Multifamily Housing,No Issue,Compliant,1644227,0,0.1,4.4
49779,2018,JACKSON ST SENIOR HOUSING,Multifamily MR (5-9),2010 S JACKSON ST,SEATTLE,WA,98144,47.59946,-122.30561,CENTRAL,3,2013,6,38407,38407,0,Multifamily Housing,,31.899999619,31.299999237,1395713,1370341,89.199996948,87.599998474,Multifamily Housing,43793,,,,,401624,0,0,Multifamily Housing,No Issue,Compliant,1370341,0,0.1,3.7
26118,2018,DUNN MOTORS BUILDING,Multifamily MR (5-9),501 E PIKE ST,SEATTLE,WA,98122,47.61387,-122.32524,EAST,3,2016,3,117555,90280,27275,Multifamily Housing,99,28.299999237,28,2561999,2535003,67.199996948,66.5,Multifamily Housing,77540,Parking,27275,Office,7105,562369,0,6162,Multifamily Housing,No Issue,Compliant,1918803,616200,0.4,37.8
21357,2018,THE SENECA APARTMENTS,Multifamily MR (5-9),1214 BOYLSTON AVE,SEATTLE,WA,98101,47.61266,-122.3232,EAST,3,1998,5,32870,21832,11038,Multifamily Housing,66,36.299999237,36.299999237,793870,793870,101.599998474,101.599998474,Multifamily Housing,21877,Parking,7875,,,232670,0,0,Multifamily Housing,No Issue,Compliant,793870,0,0.1,2.1
21340,2018,TUSCANY APTS,Multifamily MR (5-9),1215 SENECA ST,SEATTLE,WA,98101,47.61136,-122.32454,EAST,3,1928,5,82776,59534,23242,Multifamily Housing,97,30.600000381,30.600000381,1824598,1824598,85.800003052,85.800003052,Multifamily Housing,57784,Parking,23242,Office,1750,534759,0,0,Multifamily Housing,No Issue,Compliant,1824598,0,0.1,4.9
24432,2018,RAMAYANA APTS,Multifamily MR (5-9),119 HARVARD AVE E,SEATTLE,WA,98102,47.61932,-122.32257,EAST,3,1965,5,39226,36814,2412,Multifamily Housing,73,26.899999619,26.100000381,1054543,1022386,75.300003052,73,Multifamily Housing,39226,,,,,299644,0,0,Multifamily Housing,No Issue,Compliant,1022386,0,0.1,2.7
25076,2018,MELROSE EAST CONDOMINIUM,Multifamily MR (5-9),150 MELROSE AVE E,SEATTLE,WA,98102,47.61984,-122.32764,EAST,3,1978,5,51910,51910,0,Multifamily Housing,77,33.099998474,32,1720435,1661398,77.400001526,75.099998474,Multifamily Housing,51910,,,,,360472,0,4315,Multifamily Housing,No Issue,Compliant,1229929,431469,0.5,26.2
25172,2018,EAST MERCER APARTMENTS,Multifamily MR (5-9),700 E MERCER ST,SEATTLE,WA,98102,47.62442,-122.3226,EAST,3,1960,5,40721,40721,0,Multifamily Housing,81,27.799999237,27.100000381,1133221,1104626,77.900001526,76,Multifamily Housing,40721,,,,,323747,0,0,Multifamily Housing,No Issue,Compliant,1104626,0,0.1,2.9
25243,2018,VERTIGO,Multifamily MR (5-9),705 E REPUBLICAN ST,SEATTLE,WA,98102,47.62285,-122.32281,EAST,3,1963,5,28922,28922,0,Multifamily Housing,63,32.299999237,31.399999619,933132,908690,90.300003052,88,Multifamily Housing,28922,,,,,266322,0,0,Multifamily Housing,No Issue,Compliant,908690,0,0.1,2.4
24688,2018,HILLREE MANOR,Multifamily MR (5-9),401 E MERCER ST,SEATTLE,WA,98102,47.62409,-122.32643,EAST,3,1959,5,27910,25459,2451,Multifamily Housing,82,34.900001526,33.599998474,889572,854868,97.800003052,94,Multifamily Housing,25459,Parking,2451,,,250547,0,0,Multifamily Housing,No Issue,Compliant,854868,0,0.1,2.3
25127,2018,LAKEVIEW PLACE,Multifamily MR (5-9),1004 BELMONT AVE E,SEATTLE,WA,98102,47.62744,-122.326,EAST,3,1966,5,30517,24441,6076,Multifamily Housing,96,25.100000381,24.5,613249,597829,70.300003052,68.5,Multifamily Housing,24441,Parking,6076,,,175214,0,0,Multifamily Housing,No Issue,Compliant,597829,0,0.1,1.6
25945,2018,CORONA APARTMENTS,Multifamily MR (5-9),433 BELMONT AVE E,SEATTLE,WA,98102,47.62292,-122.32435,EAST,3,1960,5,31570,31570,0,Multifamily Housing,99,25.799999237,26.399999619,813257,833961,60.900001526,61.599998474,Multifamily Housing,31570,Swimming Pool,0,,,178790,0,2239,Multifamily Housing,No Issue,Compliant,610032,223929,0.4,13.5
22123,2018,GARDEN COURT ON BELMONT CONDOMINIUM,Multifamily MR (5-9),232 BELMONT AVE E,SEATTLE,WA,98102,47.6206,-122.32368,EAST,3,1994,6,32989,32989,0,Multifamily Housing,97,26.799999237,26.299999237,1301375,1276262,57,56.5,Multifamily Housing,48560,,,,,234684,0,4755,Multifamily Housing,No Issue,Compliant,800740,475522,0.8,27.4
24571,2018,ERAWAN APTS,Multifamily MR (5-9),421 BELLEVUE AVE E,SEATTLE,WA,98102,47.62249,-122.32707,EAST,3,1967,6,37417,37417,0,Multifamily Housing,96,23.299999237,22.799999237,871974,852843,65.300003052,63.799999237,Multifamily Housing,37417,,,,,249954,0,0,Multifamily Housing,No Issue,Compliant,852843,0,0.1,2.3
24795,2018,SAHALI CONDOMINIUM,Multifamily MR (5-9),400 MELROSE AVE E,SEATTLE,WA,98102,47.62229,-122.32764,EAST,3,1967,6,51568,51568,0,Multifamily Housing,80,32.299999237,31.5,1665419,1622707,73.099998474,71.699996948,Multifamily Housing,51568,,,,,334168,0,4825,Multifamily Housing,No Issue,Compliant,1140181,482526,0.6,28.7
25426,2018,VELO APARTMENTS - CAPITOL HILL,Multifamily MR (5-9),301 E ROY ST,SEATTLE,WA,98102,47.62487,-122.32768,EAST,3,1966,6,46351,40597,5754,Multifamily Housing,81,27.700000763,27.200000763,1123243,1105673,77.5,76.300003052,Multifamily Housing,40597,,,,,324054,0,0,Multifamily Housing,No Issue,Compliant,1105673,0,0.1,3
30207,2018,JOULE,Multifamily MR (5-9),523 BROADWAY E,SEATTLE,WA,98102,47.62377,-122.3212,EAST,3,2009,6,436301,286644,149657,Multifamily Housing,91,34.299999237,33.299999237,7693327,7471536,81.900001526,80.099998474,Multifamily Housing,224347,,,,,1697002,0,16814,Multifamily Housing,No Issue,Compliant,5790171,1681367,0.4,104.8
23517,2018,SENTINEL THE CONDOMINIUM,Multifamily MR (5-9),320 MELROSE AVE E,SEATTLE,WA,98102,47.6214,-122.32765,EAST,3,1966,7,28291,28291,0,Multifamily Housing,92,26.600000381,26.200000763,752374,741646,74.5,73.400001526,Multifamily Housing,28291,,,,,217364,0,0,Multifamily Housing,No Issue,Compliant,741646,0,0.1,2
27591,2018,MERITAGE CONDOMINIUM,Multifamily MR (5-9),124 BELLEVUE AVE E,SEATTLE,WA,98102,47.61943,-122.32626,EAST,3,2006,7,43142,43142,0,Multifamily Housing,82,31.799999237,31.299999237,1369837,1350768,85.699996948,84.599998474,Multifamily Housing,43142,,,,,373782,0,754,Multifamily Housing,No Issue,Compliant,1275344,75424,0.2,7.4
24272,2018,HILLSBOROUGH CONDOMINIUM,Multifamily MR (5-9),740 BELLEVUE AVE E,SEATTLE,WA,98102,47.62632,-122.3263,EAST,3,1981,7,61745,48768,12977,Multifamily Housing,99,23.600000381,23,1163860,1137110,66,64.5,Multifamily Housing,49378,Parking,13987,,,333268,0,0,Multifamily Housing,No Issue,Compliant,1137110,0,0.1,3
23521,2018,714 BELLEVUE AVE E CONDOMINIUM,Multifamily MR (5-9),714 BELLEVUE AVE E,SEATTLE,WA,98102,47.62551,-122.32633,EAST,3,1981,8,25012,25012,0,Multifamily Housing,,30.299999237,29.5,758417,736878,84.900001526,82.5,Multifamily Housing,25012,,,,,215967,0,0,Multifamily Housing,No Issue,Compliant,736878,0,0.1,2
26198,2018,HARVARD COURT,Multifamily MR (5-9),610 HARVARD AVE E,SEATTLE,WA,98102,47.62459,-122.32175,EAST,3,1968,8,49256,49256,0,Multifamily Housing,94,38.099998474,36.900001526,1878326,1815984,86.199996948,83.099998474,Multifamily Housing,49256,,,,,366020,0,5671,Multifamily Housing,No Issue,Compliant,1248859,567125,0.7,33.5
21349,2018,HILLTOP COURT APTS,Multifamily MR (5-9),1314 SPRING ST,SEATTLE,WA,98104,47.61152,-122.32301,EAST,3,1987,5,42331,42331,0,Multifamily Housing,,28.299999237,27.799999237,1199227,1178506,79.300003052,78,Multifamily Housing,42331,,,,,345400,0,0,Multifamily Housing,No Issue,Compliant,1178506,0,0.1,3.1
23184,2018,ZINDORF APTS,Multifamily MR (5-9),714 7TH AVE,SEATTLE,WA,98104,47.60601,-122.32756,EAST,3,1911,5,30985,30985,0,Multifamily Housing,95,36.400001526,36.400001526,1160135,1160135,102,102,Multifamily Housing,31841,Parking,0,,,340016,0,0,Multifamily Housing,No Issue,Compliant,1160135,0,0.1,3.1
23307,2018,PORTICO APTS,Multifamily MR (5-9),404 TERRY AVE,SEATTLE,WA,98104,47.60486,-122.32224,EAST,3,1999,6,57042,42952,14090,Multifamily Housing,95,25.399999619,25.399999619,1089646,1089646,71,71,Multifamily Housing,42952,Parking,14090,,,319357,0,0,Multifamily Housing,No Issue,Compliant,1089646,0,0.1,2.9
21660,2018,HILL HOUSE APTS,Multifamily MR (5-9),321 10TH AVE,SEATTLE,WA,98122,47.605,-122.31979,EAST,3,1989,5,21902,18235,3667,Multifamily Housing,95,24.200000763,23.5,530128,514613,67.800003052,65.800003052,Multifamily Housing,21902,,,,,150824,0,0,Multifamily Housing,No Issue,Compliant,514613,0,0.1,1.4
21808,2018,1805 BELLEVUE CONDOMINIUM,Multifamily MR (5-9),1805 BELLEVUE AVE,SEATTLE,WA,98122,47.618,-122.32711,EAST,3,1995,5,26088,26088,0,Multifamily Housing,71,36.5,35.700000763,952120,930105,75.900001526,74.800003052,Multifamily Housing,26088,,,,,163362,0,3727,Multifamily Housing,No Issue,Compliant,557392,372713,0.8,21.3
