OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
50001,2022,REO FLATS APTS,Multifamily MR (5-9),6003000245,1525 14TH AVE,SEATTLE,WA,98122,47.61488,-122.31442,EAST,3,2013,7,1,118800,88455,30345,79,53.09999847,53.09999847,4267555,4267555,110.5,110.5,Multifamily MR (5-9),Multifamily Housing,80299,Parking,30528,NA,,735664,,17575,Compliant,No Issue,2510087,1757470,103,1.16
50002,2022,FREEWAY MOTORS UNIVERSITY AUDI,NonResidential,6746701515,4701 11TH AVE NE,SEATTLE,WA,98105,47.66325,-122.31678,NORTHEAST,4,2014,3,1,122680,38482,84198,,51.59999847,52.79999924,2031796,1985908,98.09999847,101.5,Parking,Parking,84198,Vehicle Dealership,38482,NA,,296615,,10197,Not Compliant,Default Data,1012051,1019740,58,1.51
50003,2022,LAVITA APARTMENTS,Multifamily LR (1-4),4092302015,4055 8TH AVE NE,SEATTLE,WA,98105,47.65725,-122.32007,NORTHEAST,4,2014,4,1,21267,17502,3765,100,35.40000153,36.40000153,773628,753534,75.80000305,78.19999695,Multifamily LR (1-4),Multifamily Housing,21267,Parking,3765,NA,,142572,,2872,Compliant,No Issue,486457,287170,17.1,0.98
50005,2022,STUDIO 7 APTS,Multifamily MR (5-9),4092302105,4029 7TH AVE NE,SEATTLE,WA,98105,47.65641,-122.32126,NORTHEAST,4,2014,5,1,30649,30649,0,,,,,,,,Multifamily MR (5-9),Multifamily Housing,30649,NA,,NA,,,,,Not Compliant,Missing EUI or Utility Data and Account Requires Verification,,,,
50006,2022,CHERYL CHOW COURT,Multifamily MR (5-9),4311050000,2014 NW 57TH ST,SEATTLE,WA,98107,47.6704,-122.38277,BALLARD,6,2014,6,1,39286,39286,0,80,36,36.79999924,1446493,1415410,93.80000305,96,Multifamily MR (5-9),Multifamily Housing,37334,"Personal Services (Health/Beauty, Dry Cleaning, etc)",1952,NA,,377330,,1590,Compliant,No Issue,1287451,159040,13.4,0.34
50008,2022,12TH AVENUE ARTS,Multifamily MR (5-9),8725700000,1660 12TH AVE,SEATTLE,WA,98122,47.61605,-122.3165,EAST,3,2012,6,1,158967,111010,47957,,,,,,,,Multifamily MR (5-9),Multifamily Housing,68575,Parking,43408,Office,24879,1130699,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",3857945,,14.8,0.13
50009,2022,IDENTITY APTS 4106,Multifamily MR (5-9),1142001580,4106 12TH AVE NE,SEATTLE,WA,98105,47.65713,-122.31527,NORTHEAST,4,2014,7,1,42905,42905,0,100,33.59999847,35,1500484,1441368,76,79.69999695,Multifamily MR (5-9),Multifamily Housing,42905,NA,,NA,,309034,,4461,Compliant,No Issue,1054424,446060,27.7,0.65
50010,2022,1515 NW LEARY WAY CUBE SMART,NonResidential,2767702115,1515 NW LEARY WAY,SEATTLE,WA,98107,47.66341,-122.37705,BALLARD,6,2014,4,1,99751,85639,14112,,5.800000191,5.900000095,547240,533965,15.5,15.60000038,Self-Storage Facility,Self-Storage Facility,92270,Parking,0,NA,,145535,,507,Compliant,No Issue,496566,50670,4.6,0.05
50011,2022,ZEPHYR APTS,Multifamily MR (5-9),6848200735,200 BELMONT AVE E,SEATTLE,WA,98102,47.61986,-122.32381,EAST,3,2014,7,1,85647,72528,13119,44,35.59999847,37,3171310,3050694,99.69999695,103.6999969,Multifamily MR (5-9),Multifamily Housing,82047,Restaurant,3600,NA,,929458,,,Not Compliant,Account Requires Verification,3171310,,12.2,0.17
50013,2022,COLUMBIA GARDENS AT RAINIER COURT,Multifamily LR (1-4),9835200050,3610 33RD AVE S,SEATTLE,WA,98144,47.57113,-122.29048,SOUTHEAST,2,2014,4,1,45892,45892,0,74,29.60000038,30.70000076,1410378,1360318,83,86.09999847,Multifamily LR (1-4),Multifamily Housing,45892,NA,,NA,,413358,,,Compliant,No Issue,1410378,,5.4,0.12
50014,2022,PREMIERE ON PINE,Multifamily HR (10+),0660000915,815 PINE ST,SEATTLE,WA,98101,47.61324,-122.33223,DOWNTOWN,7,2014,41,1,499477,379494,119983,81,45.59999847,47.5,18023688,17316900,97.40000153,100.4000015,Multifamily HR (10+),Multifamily Housing,379494,Parking,119983,NA,,3209881,,70716,Compliant,No Issue,10952114,7071580,417.6,1.1
50015,2022,SEDONA,Multifamily MR (5-9),5101400395,8520 20TH AVE NE,SEATTLE,WA,98115,47.69087,-122.30629,NORTHEAST,5,2014,6,1,26198,26198,0,100,52.40000153,54.09999847,1416041,1372481,82.90000153,84.69999695,Multifamily MR (5-9),Multifamily Housing,26198,NA,,NA,,122499,,9981,Compliant,No Issue,417967,998070,54.6,2.08
50016,2022,AMLI MARK 24 APTS,Multifamily MR (5-9),2767701150,2428 NW MARKET ST,SEATTLE,WA,98107,47.66895,-122.38881,BALLARD,6,2014,7,1,418285,289089,129196,100,28.70000076,28.70000076,8328044,8328044,65.30000305,65.30000305,Multifamily MR (5-9),Multifamily Housing,279653,Parking,127997,Strip Mall,10824,1711935,,24869,Compliant,No Issue,5841122,2486920,154.5,0.53
50017,2022,LATITUDE QUEEN ANNE,Multifamily MR (5-9),1990200330,500 3RD AVE W,SEATTLE,WA,98119,47.62366,-122.3603,MAGNOLIA / QUEEN ANNE,7,2014,5,1,70191,43904,26287,100,30.70000076,30.89999962,2172184,2154254,67.5,67.80000305,Multifamily MR (5-9),Multifamily Housing,70191,Parking,26287,NA,,414503,,7579,Compliant,No Issue,1414284,757900,45.7,1.04
50018,2022,LIGHTBOX APTS,Multifamily MR (5-9),8812400220,4545 8TH AVE NE,SEATTLE,WA,98105,47.66224,-122.31989,NORTHEAST,4,2014,7,1,82087,56893,25194,100,41.40000153,41.70000076,3422710,3400460,84.80000305,85.30000305,Multifamily MR (5-9),Multifamily Housing,82087,Parking,25194,NA,,570406,,14765,Compliant,No Issue,1946226,1476480,85.9,1.51
50019,2022,306 QUEENE ANNE APTS,Multifamily MR (5-9),1989201221,306 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.6213,-122.35622,MAGNOLIA / QUEEN ANNE,7,2014,8,1,31990,31990,0,99,34.09999847,34.20000076,1094761,1091824,72.90000153,73,Multifamily MR (5-9),Multifamily Housing,31990,Parking,3389,NA,,198376,,4179,Compliant,No Issue,676858,417900,24.8,0.77
50021,2022,THE LOCAL 422,Multifamily MR (5-9),6848200455,422 SUMMIT AVE E,SEATTLE,WA,98102,47.62266,-122.32501,EAST,3,2015,7,1,33625,33625,0,96,31.29999924,32.29999924,1091830,1058105,68.59999847,71.19999695,Multifamily MR (5-9),Multifamily Housing,33753,NA,,NA,,210587,,3733,Compliant,No Issue,718521,373310,22.6,0.67
50022,2022,CAROLINE W. APTS,Multifamily MR (5-9),6850700660,431 BOYLSTON AVE E,SEATTLE,WA,98102,47.62301,-122.32337,EAST,3,2015,5,1,22455,22455,0,,,,,,,,Multifamily MR (5-9),Multifamily Housing,21600,NA,,NA,,258722,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",882759,,3.4,0.15
50023,2022,VELO  APARTMENTS - FREMONT,Multifamily LR (1-4),1825049044,3635 WOODLAND PARK AVE N,SEATTLE,WA,98103,47.65155,-122.34434,LAKE UNION,4,2014,4,1,182378,106156,76222,100,36.59999847,37.90000153,4021810,3887675,77.5,80.40000153,Multifamily LR (1-4),Multifamily Housing,106156,Parking,76222,NA,,721722,,15593,Compliant,No Issue,2462515,1559290,92.3,0.87
50024,2022,525 AT THE ENCLAVE,Multifamily MR (5-9),2926049193,525 NE NORTHGATE WAY,SEATTLE,WA,98125,47.70833,-122.32203,NORTH,5,2014,5,1,313595,221280,92315,90,45.90000153,46.09999847,7563994,7520164,103.6999969,103.9000015,Multifamily MR (5-9),Multifamily Housing,163984,Parking,60000,NA,,1524505,,23624,Compliant,No Issue,5201611,2362380,145.4,0.66
50026,2022,CHOPHOUSE ROW,NonResidential,6003500255,1424 11TH AVE,SEATTLE,WA,98122,47.61371,-122.31774,EAST,3,2015,5,1,37873,37873,0,43,75.19999695,76,2876784,2846678,146.3999939,147.3000031,Office,Office,37869,Parking,5834,NA,,428134,,14160,Compliant,No Issue,1460792,1415990,80.8,2.13
50027,2022,LEXICON APTS,Multifamily MR (5-9),6003002060,120 HARVARD AVE E,SEATTLE,WA,98102,47.61932,-122.32184,EAST,3,2014,7,1,62049,42980,19069,,,,,,,,Multifamily MR (5-9),Multifamily Housing,30480,Parking,16810,NA,,338240,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",1154076,,4.4,0.1
50028,2022,WEATHERFORD APTS,Multifamily LR (1-4),6003001840,1321 E JOHN ST,SEATTLE,WA,98102,47.61975,-122.31467,EAST,3,2014,4,1,43566,43566,0,97,20.29999924,20.79999924,905229,882511,56.70000076,58.20000076,Multifamily LR (1-4),Multifamily Housing,43566,Parking,8602,NA,,265307,,,Compliant,No Issue,905229,,3.5,0.08
50029,2022,WALTON LOFTS,Multifamily HR (10+),0653000195,2521 WESTERN AVE,SEATTLE,WA,98121,47.61428,-122.35056,DOWNTOWN,7,2014,12,1,123686,123686,0,82,36.5,36.5,4488006,4488006,92.09999847,92.09999847,Multifamily HR (10+),Multifamily Housing,122804,Parking,33397,NA,,1105606,,7157,Compliant,No Issue,3772328,715680,52.5,0.42
50030,2022,ANGELINE APTS,Multifamily MR (5-9),1703400016,4801 RAINIER AVE S,SEATTLE,WA,98118,47.55926,-122.28654,SOUTHEAST,2,2015,6,1,283479,197139,86340,98,42,43.20000076,7234438,7029298,77.09999847,79.80000305,Multifamily MR (5-9),Multifamily Housing,136301,Parking,86340,Retail Store,31243,967572,,39331,Compliant,No Issue,3301357,3933080,221.5,1.12
50031,2022,DEXTER STATION OFFICE,NonResidential,2249500265,1101 DEXTER AVE N,SEATTLE,WA,98109,47.62906,-122.34259,MAGNOLIA / QUEEN ANNE,7,2015,10,1,513816,345992,167824,82,61.70000076,61.70000076,22209732,22209732,160.3999939,160.3999939,Office,Office,360127,Parking,151658,NA,,5768288,,25283,Compliant,No Issue,19681399,2528330,209.8,0.61
50033,2022,COMPASS ON DEXTER APTS,Multifamily MR (5-9),1991201120,756 JOHN ST,SEATTLE,WA,98109,47.62001,-122.34196,LAKE UNION,7,2014,6,1,81993,69950,12043,86,43.70000076,45.09999847,3158109,3055228,93,96.09999847,Multifamily MR (5-9),Multifamily Housing,69950,Parking,12043,NA,,570551,,12114,Compliant,No Issue,1946719,1211390,71.8,1.03
50034,2022,RADIUS APTS,Multifamily MR (5-9),1983200635,400 BOREN AVE N,SEATTLE,WA,98109,47.62221,-122.33558,LAKE UNION,7,2014,9,1,253015,168006,85009,96,39.09999847,40,7726041,7556530,77,79.19999695,Multifamily MR (5-9),Multifamily Housing,193322,NA,,NA,,1204286,,36170,Compliant,No Issue,4109024,3617020,207.9,1.24
50035,2022,HILTON GARDEN INN,NonResidential,3374400010,1821 BOREN AVE,SEATTLE,WA,98101,47.61665,-122.33261,DOWNTOWN,7,2015,14,1,144614,144614,0,92,57.79999924,58.5,9255522,9149377,106.5999985,107.3000031,Hotel,Hotel,158207,NA,,NA,,1214446,,51118,Compliant,No Issue,4143690,5111830,287.4,1.99
50036,2022,HILL 7 OFFICE BLDG,NonResidential,3374400020,1099 STEWART ST,SEATTLE,WA,98101,47.61673,-122.33267,DOWNTOWN,7,2015,11,1,431326,300115,131211,86,36.59999847,36.70000076,11252588,11220584,102.5,102.8000031,Office,Office,306291,Parking,107624,NA,,3293853,,140,Compliant,No Issue,11238626,13960,43.8,0.15
50037,2022,APOLLO BLDG (AMAZON),NonResidential,1991201265,325 9TH AVE N,SEATTLE,WA,98109,47.62154,-122.34015,LAKE UNION,7,2014,12,1,480702,317442,163260,91,32.90000153,34.09999847,11658216,11244398,84.09999847,87,Office,Office,336198,Parking,136594,Food Service,5699,2931929,,16545,Compliant,No Issue,10003742,1654470,126.2,0.4
50038,2022,Salmon Bay Marine Center West,NonResidential,2771605298,2360 W COMMODORE WAY,SEATTLE,WA,98199,47.66144,-122.38723,MAGNOLIA / QUEEN ANNE,7,2014,2,1,25532,25532,0,,12.89999962,12.89999962,304101,304101,36.20000076,36.20000076,Mixed Use Property,Office,11745,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",11745,NA,,89127,,,Compliant,No Issue,304101,,1.2,0.05
50039,2022,HONDA - TOYOTA AUTO DEALERSHIP,NonResidential,7666203255,2005 AIRPORT WAY S,SEATTLE,WA,98134,47.58542,-122.32185,GREATER DUWAMISH,2,2015,2,1,328775,126604,202171,,42.20000076,43.40000153,4693575,4561738,98.80000305,100.3000031,Parking,Parking,202171,Vehicle Dealership,108036,NA,,989758,,13165,Not Compliant,Default Data,3377056,1316520,82.9,0.65
50040,2022,ANTHEM ON 12TH,Multifamily MR (5-9),9826700265,103 12TH AVE,SEATTLE,WA,98122,47.60185,-122.31703,EAST,3,2014,6,1,116576,103792,12784,98,33.90000153,35.20000076,3148014,3031932,73.40000153,76.69999695,Multifamily MR (5-9),Multifamily Housing,89422,Parking,12690,NA,,594357,,11201,Compliant,No Issue,2027947,1120070,67.3,0.65
50044,2022,JUNCTION 47,Multifamily MR (5-9),7579200205,4715 42ND AVE SW,SEATTLE,WA,98116,47.56081,-122.38589,SOUTHWEST,1,2015,6,2,271922,196788,75134,65,52,53.79999924,10801350,10440902,109.9000015,113.9000015,Multifamily MR (5-9),Multifamily Housing,183646,Parking,78842,Retail Store,17198,1931398,,42114,Compliant,No Issue,6589930,4211420,248.9,1.27
50045,2022,AMAZON BRAZIL,NonResidential,1983200035,400 9TH AVE N,SEATTLE,WA,98109,47.62264,-122.3394,LAKE UNION,7,2015,12,1,483397,317189,166208,93,37.90000153,39.79999924,13642612,13008038,95.5,100.5,Office,Office,321632,Parking,146810,Restaurant,21328,3373663,,21317,Compliant,No Issue,11510938,2131680,157.4,0.5
50046,2022,AMLI 528 PONTIUS,Multifamily MR (5-9),2925049038,528 PONTIUS AVE N,SEATTLE,WA,98109,47.62383,-122.33143,LAKE UNION,7,2014,8,1,142070,102845,39225,99,30.20000076,31.20000076,3199694,3090066,68,70.80000305,Multifamily MR (5-9),Multifamily Housing,102400,Parking,33800,NA,,652373,,9738,Compliant,No Issue,2225896,973800,60.3,0.59
50047,2022,ODIN APARTMENTS,Multifamily MR (5-9),2767703631,5343 TALLMAN AVE NW,SEATTLE,WA,98107,47.66786,-122.38112,BALLARD,6,2014,7,1,318835,236227,82608,100,31.20000076,32.20000076,7604264,7380627,68.90000153,71.40000153,Multifamily MR (5-9),Multifamily Housing,236227,Parking,82608,NA,,1487481,,25290,Compliant,No Issue,5075285,2528980,153.8,0.65
50048,2022,1101 WESTLAKE,NonResidential,2249500475,1101 WESTLAKE AVE N,SEATTLE,WA,98109,47.62908,-122.3414,MAGNOLIA / QUEEN ANNE,7,2015,6,1,185116,155815,29301,38,108.5999985,108.5999985,17426758,17427416,280.7000122,280.7000122,Office,Office,123827,Parking,46400,Other,36609,4487430,,21156,Compliant,No Issue,15311113,2115640,171.1,1.1
50049,2022,PACIFIC CENTER CONDOMINIUM,Multifamily LR (1-4),6599950000,321 10TH AVE S,SEATTLE,WA,98104,47.5998,-122.32034,DOWNTOWN,2,2000,4,1,44650,44650,0,79,26,27.20000076,1215460,1160547,72.80000305,76.19999695,Multifamily LR (1-4),Multifamily Housing,44650,NA,,NA,,356231,,,Compliant,No Issue,1215460,,4.7,0.1
50050,2022,CUE APARTMENTS,Multifamily MR (5-9),6003000550,1525 HARVARD AVE,SEATTLE,WA,98122,47.61508,-122.32243,EAST,3,2015,7,1,92208,80371,11837,97,22.79999924,23.70000076,1848377,1777576,63.90000153,66.40000153,Multifamily MR (5-9),Multifamily Housing,77950,NA,,NA,,541728,,,Compliant,No Issue,1848377,,7.1,0.09
50054,2022,400 FAIRVIEW OFFICE BLDG,NonResidential,2467400120,400 FAIRVIEW AVE N,SEATTLE,WA,98109,47.62251,-122.3339,LAKE UNION,7,2014,13,1,536697,339038,197659,88,44.29999924,45.59999847,17674138,17186222,101.1999969,102.4000015,Office,Office,387619,Parking,202178,NA,,3537445,,56044,Compliant,No Issue,12069762,5604380,343.9,1.01
50055,2022,IDENTITY APTS 4123,Multifamily MR (5-9),1142001670,4123 12TH AVE NE,SEATTLE,WA,98105,47.65756,-122.31584,NORTHEAST,4,2014,7,1,42393,42393,0,100,32.5,33.59999847,1423759,1376295,75.59999847,78.59999847,Multifamily MR (5-9),Multifamily Housing,42393,NA,,NA,,307641,,3741,Compliant,No Issue,1049672,374090,23.9,0.56
50056,2022,KEBERO COURT APTS,Multifamily MR (5-9),9826700260,1105 E FIR ST,SEATTLE,WA,98122,47.60246,-122.31771,EAST,3,2015,6,1,128460,128460,0,97,24.60000038,25.20000076,2546349,2480626,68.80000305,70.59999847,Multifamily MR (5-9),Multifamily Housing,101020,Parking,16144,NA,,746292,,,Compliant,No Issue,2546349,,9.8,0.08
50057,2022,CIRRUS,Multifamily HR (10+),0660000575,2030 8TH AVE,SEATTLE,WA,98121,47.61652,-122.33735,DOWNTOWN,7,2015,40,1,319481,277566,41915,80,40.09999847,40.09999847,16267768,16267768,87.40000153,87.40000153,Multifamily HR (10+),Multifamily Housing,405497,Parking,87614,NA,,3072826,,57833,Compliant,No Issue,10484482,5783290,347.4,1.25
50061,2022,HIRABAYASHI PLACE APTS,Multifamily MR (5-9),5247801440,442 S MAIN ST,SEATTLE,WA,98104,47.60029,-122.32844,DOWNTOWN,2,2015,7,1,91128,91128,0,96,30.10000038,31,2829284,2742152,66,68.5,Multifamily MR (5-9),Multifamily Housing,84788,Pre-school/Daycare,6340,NA,,547744,,9604,Compliant,No Issue,1868901,960380,58.2,0.64
50062,2022,STAYBRIDGE SUITES SEATTLE-FREMONT,NonResidential,1931300480,3926 AURORA AVE N,SEATTLE,WA,98103,47.65476,-122.34732,LAKE UNION,6,2014,4,1,126823,85284,41539,,,,,,,,NA,NA,,NA,,NA,,,,,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,,,,
50065,2022,PIKE MOTORWORKS BLDG 1 + 2 COMBINED,Multifamily MR (5-9),8804900215,715 E PINE ST,SEATTLE,WA,98122,47.61491,-122.32272,EAST,3,2015,7,1,93203,85317,7886,91,33,33.09999847,7655013,7645807,79.69999695,79.69999695,Multifamily MR (5-9),Multifamily Housing,206821,Retail Store,19120,Non-Refrigerated Warehouse,5594,1744289,,17035,Compliant,No Issue,5951514,1703500,113.3,1.33
50067,2022,THE MARION WEST,Multifamily LR (1-4),8814800000,5019 ROOSEVELT WAY NE,SEATTLE,WA,98105,47.66566,-122.31772,NORTHEAST,4,2016,4,1,35780,35780,0,61,43.59999847,45.09999847,1336674,1291880,102.8000031,106.8000031,Multifamily LR (1-4),Multifamily Housing,29627,NA,,NA,,295012,,3301,Compliant,No Issue,1006582,330090,21.4,0.6
50070,2022,TENNIS CENTER SAND POINT,NonResidential,0225049062,7135 SPORTSFIELD DR NE,SEATTLE,WA,98115,47.68109,-122.2618,NORTHEAST,4,2013,1,1,72000,72000,0,,58.5,58.90000153,4326146,4295805,107.1999969,107.6999969,Other - Recreation,Other - Recreation,73440,NA,,NA,,563504,,24035,Compliant,No Issue,1922674,2403470,135,1.88
50071,2022,THE WESTSIDE- OFF BROADWAY,Multifamily MR (5-9),6003501185,801 E THOMAS ST,SEATTLE,WA,98102,47.62107,-122.32156,EAST,3,2015,7,1,41384,26322,15062,,,,,,,,Multifamily MR (5-9),Multifamily Housing,34643,Parking,8266,"Personal Services (Health/Beauty, Dry Cleaning, etc)",1714,201650,,,Not Compliant,Missing EUI or Utility Data and Account Requires Verification,688031,,2.6,0.1
50072,2022,SOREN APARTMENTS,Multifamily MR (5-9),2767605130,5711 24TH AVE NW,SEATTLE,WA,98107,47.67054,-122.388,BALLARD,6,2015,6,1,121218,91393,29825,98,32.20000076,33,3018416,2940245,74.40000153,76.69999695,Multifamily MR (5-9),Multifamily Housing,91393,Parking,29825,NA,,643651,,8223,Compliant,No Issue,2196138,822280,52.1,0.57
50073,2022,SPRUCE WEST SEATTLE,Multifamily MR (5-9),7942040000,4555 39TH AVE SW,SEATTLE,WA,98116,47.5616,-122.3819,SOUTHWEST,1,2015,7,1,409825,236739,173086,63,49.70000076,49.90000153,10938432,10888852,112.1999969,112.4000015,Multifamily MR (5-9),Multifamily Housing,177339,Fitness Center/Health Club/Gym,41837,Parking,0,2203639,,34196,Compliant,No Issue,7518816,3419610,210.5,0.89
50074,2022,GREENWOOD PLACE,Multifamily MR (5-9),1980200256,14307 GREENWOOD AVE N,SEATTLE,WA,98133,47.73256,-122.3559,NORTHWEST,5,2015,5,1,49774,36353,13421,,,,,,,,Multifamily MR (5-9),Multifamily Housing,31311,Parking,13421,Retail Store,3425,341523,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",1165276,,4.5,0.12
50075,2022,ASTRO APARTMENTS,Multifamily MR (5-9),1980200256,315 1ST AVE N,SEATTLE,WA,98109,47.62157,-122.35569,MAGNOLIA / QUEEN ANNE,7,2015,7,1,260051,169548,90503,94,45.40000153,46.59999847,6789670,6625125,93.09999847,95.09999847,Multifamily MR (5-9),Multifamily Housing,145784,Parking,64341,NA,,1128740,,29384,Compliant,No Issue,3851261,2938410,170.8,1.01
50076,2022,BRIDGES@11TH,Multifamily MR (5-9),6746701320,4557 11TH AVE NE,SEATTLE,WA,98105,47.66249,-122.31675,NORTHEAST,4,2015,7,1,233757,187477,46280,100,25.79999924,26.70000076,5007298,4837422,60.79999924,63.29999924,Multifamily MR (5-9),Multifamily Housing,187477,Parking,46280,NA,,1105794,,12343,Compliant,No Issue,3772969,1234330,80,0.43
50078,2022,CORNISH SCHL STUDENT HSNG,Multifamily HR (10+),0660001324,2025 TERRY AVE,SEATTLE,WA,98121,47.61753,-122.3362,DOWNTOWN,7,2015,20,1,149976,137753,12223,91,,29.5,4501646,,,68.59999847,Multifamily HR (10+),Residence Hall/Dormitory,152477,Parking,0,College/University,9733,959842,,,Not Compliant,Account Requires Verification,3274982,,12.6,0.09
50081,2022,HAMLIN ROBINSON SCHOOL,NonResidential,7548300840,1701 20TH AVE S,SEATTLE,WA,98144,47.58831,-122.3065,GREATER DUWAMISH,3,2015,3,1,45000,45000,0,50,31,31,1418329,1418329,86.80000305,86.80000305,K-12 School,K-12 School,45728,Parking,0,NA,,415689,,,Compliant,No Issue,1418329,,5.4,0.12
50082,2022,STREAM FIFTEEN,Multifamily LR (1-4),3303700030,605 15TH AVE E,SEATTLE,WA,98112,47.62441,-122.313,EAST,3,2015,4,1,36685,28431,8254,84,29.10000038,30.10000038,855041,827969,81.5,84.19999695,Multifamily LR (1-4),Multifamily Housing,28433,Parking,8252,NA,,250598,,,Compliant,No Issue,855041,,3.3,0.12
50083,2022,Smith & Burns,Multifamily MR (5-9),7821200210,4455 INTERLAKE AVE N,SEATTLE,WA,98103,47.66108,-122.34084,LAKE UNION,4,2015,5,1,175844,123799,52045,,19.79999924,19.89999962,2461206,2441949,35,35.20000076,Multifamily MR (5-9),Multifamily Housing,123540,Parking,49220,NA,,294806,,14553,Compliant,No Issue,1005877,1455330,81.1,0.66
50084,2022,ROOSTER APTS,Multifamily MR (5-9),9528103070,900 NE 65TH ST,SEATTLE,WA,98115,47.67607,-122.31846,NORTHEAST,4,2015,7,1,213952,162213,51739,98,28.79999924,29.60000038,6079892,5904192,63.20000076,65.19999695,Multifamily MR (5-9),Multifamily Housing,205103,Parking,49249,NA,,1169440,,20898,Compliant,No Issue,3990129,2089760,126.3,0.78
50085,2022,AEGIS LIVING AT GALER,NonResidential,1731801125,223 W GALER ST,SEATTLE,WA,98119,47.63204,-122.36012,MAGNOLIA / QUEEN ANNE,7,2015,4,1,47612,41010,6602,,,,,,,,NA,Senior Living Community,41010,Parking,6602,NA,,483240,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",1648816,,6.3,0.15
50086,2022,NEW APARTMENT BUILDING,Multifamily LR (1-4),2771601160,2208 15TH AVE W,SEATTLE,WA,98119,47.63892,-122.37582,MAGNOLIA / QUEEN ANNE,7,2015,4,1,51095,48311,2784,77,66.80000305,68.90000153,3396067,3295082,119.8000031,123,Multifamily LR (1-4),Multifamily Housing,49324,Parking,2791,NA,,418884,,19668,Compliant,No Issue,1429233,1966830,109.9,2.28
50088,2022,VIBE,Multifamily LR (1-4),1972200290,3601 GREENWOOD AVE N,SEATTLE,WA,98103,47.65295,-122.35593,LAKE UNION,6,2015,4,1,41403,41403,0,99,28.5,29.60000038,1245649,1197795,63.20000076,66.30000305,Multifamily LR (1-4),Multifamily Housing,38468,Parking,6637,"Personal Services (Health/Beauty, Dry Cleaning, etc)",3573,247737,,4004,Compliant,No Issue,845280,400370,24.5,0.59
50089,2022,ATRIUM APARTMENTS,Multifamily LR (1-4),3628800000,3104 S DAY ST,SEATTLE,WA,98144,47.59052,-122.29208,CENTRAL,3,2015,3,1,25442,24838,604,,,,,,,,NA,NA,,NA,,NA,,,,,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,,,,
50090,2022,NOLAN,Multifamily MR (5-9),8817400110,4717 BROOKLYN AVE NE,SEATTLE,WA,98105,47.66366,-122.3145,NORTHEAST,4,2015,7,1,63825,58975,4850,99,40.59999847,41.40000153,2061124,2023094,85.30000305,87.09999847,Multifamily MR (5-9),Multifamily Housing,48591,Office,1200,NA,,364118,,8188,Compliant,No Issue,1242372,818750,48.3,0.82
50092,2022,TERRY & MAPLE HALL UW,Nonresidential WA,1142002345,1101 NE CAMPUS PKWY,SEATTLE,WA,98105,47.65581,-122.31617,NORTHEAST,4,2015,7,1,325000,325000,0,66,,63.29999924,20585906,,,115,Residence Hall/Dormitory,Residence Hall/Dormitory,325000,NA,,NA,,2641497,,115731,Compliant,No Issue,9012788,11573120,649.2,2
50093,2022,RETAIL & RESIDENTIAL BUILDING,Multifamily MR (5-9),9822000080,820 YESLER WAY,SEATTLE,WA,98104,47.60189,-122.32182,EAST,3,2015,6,1,86045,77137,8908,92,26.79999924,27.5,2188786,2135004,75,76.90000153,Multifamily MR (5-9),Multifamily Housing,78359,Parking,8126,Other - Public Services,1369,641496,,,Compliant,No Issue,2188786,,8.4,0.11
50094,2022,ALLEN INSTITUTE FOR BRAIN SCIENCE (AIBS),NonResidential,4088803385,601 WESTLAKE AVE N,SEATTLE,WA,98109,47.62497,-122.33883,LAKE UNION,7,2015,6,1,345290,260262,85028,,162.6000061,168.1000061,46174388,44662684,352.7999878,360,Laboratory,Laboratory,263703,Parking,80168,Other - Restaurant/Bar,10969,8441765,,173711,Compliant,No Issue,28803302,17371091,1033,3.97
50095,2022,Broadstone Sky,Multifamily MR (5-9),7579200395,4745 40TH AVE SW,SEATTLE,WA,98116,47.55976,-122.3832,SOUTHWEST,1,2015,7,1,208136,149318,58818,99,35.70000076,36,4438592,4400040,74.40000153,74.80000305,Multifamily MR (5-9),Multifamily Housing,122333,Parking,45106,Restaurant,1000,763697,,18329,Compliant,No Issue,2605734,1832860,107.3,0.72
