"OSEBuildingID","DataYear","BuildingType","PrimaryPropertyType","PropertyName","Address","City","State","ZipCode","TaxParcelIdentificationNumber","CouncilDistrictCode","Neighborhood","Latitude","Longitude","YearBuilt","NumberofBuildings","NumberofFloors","PropertyGFATotal","PropertyGFAParking","PropertyGFABuilding.s.","ListOfAllPropertyUseTypes","LargestPropertyUseType","LargestPropertyUseTypeGFA","SecondLargestPropertyUseType","SecondLargestPropertyUseTypeGFA","ThirdLargestPropertyUseType","ThirdLargestPropertyUseTypeGFA","YearsENERGYSTARCertified","ENERGYSTARScore","SiteEUI.kBtu.sf.","SiteEUIWN.kBtu.sf.","SourceEUI.kBtu.sf.","SourceEUIWN.kBtu.sf.","SiteEnergyUse.kBtu.","SiteEnergyUseWN.kBtu.","SteamUse.kBtu.","Electricity.kWh.","Electricity.kBtu.","NaturalGas.therms.","NaturalGas.kBtu.","ComplianceStatus","TotalGHGEmissions","GHGEmissionsIntensity"
50019,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","306 QUEENE ANNE APTS","306 QUEEN ANNE AVE N","SEATTLE","WA",98109,"1989201221",7,"MAGNOLIA / QUEEN ANNE",47.6213,-122.35622,2014,1,8,31990,0,31990,NA,"Multifamily Housing",31990,"Parking",3389,NA,NA,NA,"99",34.20000076,34.09999847,73,72.90000153,1094761,1091824,NA,198376,676858,4179,417900,"Compliant",24.8,0.77
50021,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","THE LOCAL 422","422 SUMMIT AVE E","SEATTLE","WA",98102,"6848200455",3,"EAST",47.62266,-122.32501,2015,1,7,33625,0,33625,NA,"Multifamily Housing",33753,NA,NA,NA,NA,NA,"96",32.29999924,31.29999924,71.19999695,68.59999847,1091830,1058105,NA,210587,718521,3733,373310,"Compliant",22.6,0.67
50022,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","CAROLINE W. APTS","431 BOYLSTON AVE E","SEATTLE","WA",98102,"6850700660",3,"EAST",47.62301,-122.32337,2015,1,5,22455,0,22455,NA,"Multifamily Housing",21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258722,882759,NA,NA,"Not Compliant",3.4,0.15
50023,2022,"Multifamily LR (1-4)","Multifamily LR (1-4)","VELO  APARTMENTS - FREMONT","3635 WOODLAND PARK AVE N","SEATTLE","WA",98103,"1825049044",4,"LAKE UNION",47.65155,-122.34434,2014,1,4,182378,76222,106156,NA,"Multifamily Housing",106156,"Parking",76222,NA,NA,NA,"100",37.90000153,36.59999847,80.40000153,77.5,4021810,3887675,NA,721722,2462515,15593,1559290,"Compliant",92.3,0.87
50024,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","525 AT THE ENCLAVE","525 NE NORTHGATE WAY","SEATTLE","WA",98125,"2926049193",5,"NORTH",47.70833,-122.32203,2014,1,5,313595,92315,221280,NA,"Multifamily Housing",163984,"Parking",60000,NA,NA,NA,"90",46.09999847,45.90000153,103.9000015,103.6999969,7563994,7520164,NA,1524505,5201611,23624,2362380,"Compliant",145.4,0.66
50026,2022,"NonResidential","Office","CHOPHOUSE ROW","1424 11TH AVE","SEATTLE","WA",98122,"6003500255",3,"EAST",47.61371,-122.31774,2015,1,5,37873,0,37873,NA,"Office",37869,"Parking",5834,NA,NA,NA,"43",76,75.19999695,147.3000031,146.3999939,2876784,2846678,NA,428134,1460792,14160,1415990,"Compliant",80.8,2.13
50027,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","LEXICON APTS","120 HARVARD AVE E","SEATTLE","WA",98102,"6003002060",3,"EAST",47.61932,-122.32184,2014,1,7,62049,19069,42980,NA,"Multifamily Housing",30480,"Parking",16810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338240,1154076,NA,NA,"Not Compliant",4.4,0.1
50028,2022,"Multifamily LR (1-4)","Multifamily LR (1-4)","WEATHERFORD APTS","1321 E JOHN ST","SEATTLE","WA",98102,"6003001840",3,"EAST",47.61975,-122.31467,2014,1,4,43566,0,43566,NA,"Multifamily Housing",43566,"Parking",8602,NA,NA,NA,"97",20.79999924,20.29999924,58.20000076,56.70000076,905229,882511,NA,265307,905229,NA,NA,"Compliant",3.5,0.08
50029,2022,"Multifamily HR (10+)","Multifamily HR (10+)","WALTON LOFTS","2521 WESTERN AVE","SEATTLE","WA",98121,"0653000195",7,"DOWNTOWN",47.61428,-122.35056,2014,1,12,123686,0,123686,NA,"Multifamily Housing",122804,"Parking",33397,NA,NA,NA,"82",36.5,36.5,92.09999847,92.09999847,4488006,4488006,NA,1105606,3772328,7157,715680,"Compliant",52.5,0.42
50030,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","ANGELINE APTS","4801 RAINIER AVE S","SEATTLE","WA",98118,"1703400016",2,"SOUTHEAST",47.55926,-122.28654,2015,1,6,283479,86340,197139,NA,"Multifamily Housing",136301,"Parking",86340,"Retail Store",31243,NA,"98",43.20000076,42,79.80000305,77.09999847,7234438,7029298,NA,967572,3301357,39331,3933080,"Compliant",221.5,1.12
50031,2022,"NonResidential","Office","DEXTER STATION OFFICE","1101 DEXTER AVE N","SEATTLE","WA",98109,"2249500265",7,"MAGNOLIA / QUEEN ANNE",47.62906,-122.34259,2015,1,10,513816,167824,345992,NA,"Office",360127,"Parking",151658,NA,NA,NA,"82",61.70000076,61.70000076,160.3999939,160.3999939,22209732,22209732,NA,5768288,19681399,25283,2528330,"Compliant",209.8,0.61
50033,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","COMPASS ON DEXTER APTS","756 JOHN ST","SEATTLE","WA",98109,"1991201120",7,"LAKE UNION",47.62001,-122.34196,2014,1,6,81993,12043,69950,NA,"Multifamily Housing",69950,"Parking",12043,NA,NA,NA,"86",45.09999847,43.70000076,96.09999847,93,3158109,3055228,NA,570551,1946719,12114,1211390,"Compliant",71.8,1.03
50034,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","RADIUS APTS","400 BOREN AVE N","SEATTLE","WA",98109,"1983200635",7,"LAKE UNION",47.62221,-122.33558,2014,1,9,253015,85009,168006,NA,"Multifamily Housing",193322,NA,NA,NA,NA,NA,"96",40,39.09999847,79.19999695,77,7726041,7556530,NA,1204286,4109024,36170,3617020,"Compliant",207.9,1.24
50035,2022,"NonResidential","Hotel","HILTON GARDEN INN","1821 BOREN AVE","SEATTLE","WA",98101,"3374400010",7,"DOWNTOWN",47.61665,-122.33261,2015,1,14,144614,0,144614,NA,"Hotel",158207,NA,NA,NA,NA,NA,"92",58.5,57.79999924,107.3000031,106.5999985,9255522,9149377,NA,1214446,4143690,51118,5111830,"Compliant",287.4,1.99
50036,2022,"NonResidential","Office","HILL 7 OFFICE BLDG","1099 STEWART ST","SEATTLE","WA",98101,"3374400020",7,"DOWNTOWN",47.61673,-122.33267,2015,1,11,431326,131211,300115,NA,"Office",306291,"Parking",107624,NA,NA,NA,"86",36.70000076,36.59999847,102.8000031,102.5,11252588,11220584,NA,3293853,11238626,140,13960,"Compliant",43.8,0.15
50037,2022,"NonResidential","Office","APOLLO BLDG (AMAZON)","325 9TH AVE N","SEATTLE","WA",98109,"1991201265",7,"LAKE UNION",47.62154,-122.34015,2014,1,12,480702,163260,317442,NA,"Office",336198,"Parking",136594,"Food Service",5699,NA,"91",34.09999847,32.90000153,87,84.09999847,11658216,11244398,NA,2931929,10003742,16545,1654470,"Compliant",126.2,0.4
50038,2022,"NonResidential","Mixed Use Property","Salmon Bay Marine Center West","2360 W COMMODORE WAY","SEATTLE","WA",98199,"2771605298",7,"MAGNOLIA / QUEEN ANNE",47.66144,-122.38723,2014,1,2,25532,0,25532,NA,"Office",11745,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",11745,NA,NA,NA,NA,12.89999962,12.89999962,36.20000076,36.20000076,304101,304101,NA,89127,304101,NA,NA,"Compliant",1.2,0.05
50039,2022,"NonResidential","Parking","HONDA - TOYOTA AUTO DEALERSHIP","2005 AIRPORT WAY S","SEATTLE","WA",98134,"7666203255",2,"GREATER DUWAMISH",47.58542,-122.32185,2015,1,2,328775,202171,126604,NA,"Parking",202171,"Vehicle Dealership",108036,NA,NA,NA,NA,43.40000153,42.20000076,100.3000031,98.80000305,4693575,4561738,NA,989758,3377056,13165,1316520,"Not Compliant",82.9,0.65
50040,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","ANTHEM ON 12TH","103 12TH AVE","SEATTLE","WA",98122,"9826700265",3,"EAST",47.60185,-122.31703,2014,1,6,116576,12784,103792,NA,"Multifamily Housing",89422,"Parking",12690,NA,NA,NA,"98",35.20000076,33.90000153,76.69999695,73.40000153,3148014,3031932,NA,594357,2027947,11201,1120070,"Compliant",67.3,0.65
50044,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","JUNCTION 47","4715 42ND AVE SW","SEATTLE","WA",98116,"7579200205",1,"SOUTHWEST",47.56081,-122.38589,2015,2,6,271922,75134,196788,NA,"Multifamily Housing",183646,"Parking",78842,"Retail Store",17198,NA,"65",53.79999924,52,113.9000015,109.9000015,10801350,10440902,NA,1931398,6589930,42114,4211420,"Compliant",248.9,1.27
50045,2022,"NonResidential","Office","AMAZON BRAZIL","400 9TH AVE N","SEATTLE","WA",98109,"1983200035",7,"LAKE UNION",47.62264,-122.3394,2015,1,12,483397,166208,317189,NA,"Office",321632,"Parking",146810,"Restaurant",21328,NA,"93",39.79999924,37.90000153,100.5,95.5,13642612,13008038,NA,3373663,11510938,21317,2131680,"Compliant",157.4,0.5
50046,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","AMLI 528 PONTIUS","528 PONTIUS AVE N","SEATTLE","WA",98109,"2925049038",7,"LAKE UNION",47.62383,-122.33143,2014,1,8,142070,39225,102845,NA,"Multifamily Housing",102400,"Parking",33800,NA,NA,NA,"99",31.20000076,30.20000076,70.80000305,68,3199694,3090066,NA,652373,2225896,9738,973800,"Compliant",60.3,0.59
50047,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","ODIN APARTMENTS","5343 TALLMAN AVE NW","SEATTLE","WA",98107,"2767703631",6,"BALLARD",47.66786,-122.38112,2014,1,7,318835,82608,236227,NA,"Multifamily Housing",236227,"Parking",82608,NA,NA,NA,"100",32.20000076,31.20000076,71.40000153,68.90000153,7604264,7380627,NA,1487481,5075285,25290,2528980,"Compliant",153.8,0.65
50048,2022,"NonResidential","Office","1101 WESTLAKE","1101 WESTLAKE AVE N","SEATTLE","WA",98109,"2249500475",7,"MAGNOLIA / QUEEN ANNE",47.62908,-122.3414,2015,1,6,185116,29301,155815,NA,"Office",123827,"Parking",46400,"Other",36609,NA,"38",108.5999985,108.5999985,280.7000122,280.7000122,17426758,17427416,NA,4487430,15311113,21156,2115640,"Compliant",171.1,1.1
50049,2022,"Multifamily LR (1-4)","Multifamily LR (1-4)","PACIFIC CENTER CONDOMINIUM","321 10TH AVE S","SEATTLE","WA",98104,"6599950000",2,"DOWNTOWN",47.5998,-122.32034,2000,1,4,44650,0,44650,NA,"Multifamily Housing",44650,NA,NA,NA,NA,NA,"79",27.20000076,26,76.19999695,72.80000305,1215460,1160547,NA,356231,1215460,NA,NA,"Compliant",4.7,0.1
50050,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","CUE APARTMENTS","1525 HARVARD AVE","SEATTLE","WA",98122,"6003000550",3,"EAST",47.61508,-122.32243,2015,1,7,92208,11837,80371,NA,"Multifamily Housing",77950,NA,NA,NA,NA,NA,"97",23.70000076,22.79999924,66.40000153,63.90000153,1848377,1777576,NA,541728,1848377,NA,NA,"Compliant",7.1,0.09
50054,2022,"NonResidential","Office","400 FAIRVIEW OFFICE BLDG","400 FAIRVIEW AVE N","SEATTLE","WA",98109,"2467400120",7,"LAKE UNION",47.62251,-122.3339,2014,1,13,536697,197659,339038,NA,"Office",387619,"Parking",202178,NA,NA,NA,"88",45.59999847,44.29999924,102.4000015,101.1999969,17674138,17186222,NA,3537445,12069762,56044,5604380,"Compliant",343.9,1.01
50055,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","IDENTITY APTS 4123","4123 12TH AVE NE","SEATTLE","WA",98105,"1142001670",4,"NORTHEAST",47.65756,-122.31584,2014,1,7,42393,0,42393,NA,"Multifamily Housing",42393,NA,NA,NA,NA,NA,"100",33.59999847,32.5,78.59999847,75.59999847,1423759,1376295,NA,307641,1049672,3741,374090,"Compliant",23.9,0.56
50056,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","KEBERO COURT APTS","1105 E FIR ST","SEATTLE","WA",98122,"9826700260",3,"EAST",47.60246,-122.31771,2015,1,6,128460,0,128460,NA,"Multifamily Housing",101020,"Parking",16144,NA,NA,NA,"97",25.20000076,24.60000038,70.59999847,68.80000305,2546349,2480626,NA,746292,2546349,NA,NA,"Compliant",9.8,0.08
50057,2022,"Multifamily HR (10+)","Multifamily HR (10+)","CIRRUS","2030 8TH AVE","SEATTLE","WA",98121,"0660000575",7,"DOWNTOWN",47.61652,-122.33735,2015,1,40,319481,41915,277566,NA,"Multifamily Housing",405497,"Parking",87614,NA,NA,NA,"80",40.09999847,40.09999847,87.40000153,87.40000153,16267768,16267768,NA,3072826,10484482,57833,5783290,"Compliant",347.4,1.25
50061,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","HIRABAYASHI PLACE APTS","442 S MAIN ST","SEATTLE","WA",98104,"5247801440",2,"DOWNTOWN",47.60029,-122.32844,2015,1,7,91128,0,91128,NA,"Multifamily Housing",84788,"Pre-school/Daycare",6340,NA,NA,NA,"96",31,30.10000038,68.5,66,2829284,2742152,NA,547744,1868901,9604,960380,"Compliant",58.2,0.64
50062,2022,"NonResidential",NA,"STAYBRIDGE SUITES SEATTLE-FREMONT","3926 AURORA AVE N","SEATTLE","WA",98103,"1931300480",6,"LAKE UNION",47.65476,-122.34732,2014,1,4,126823,41539,85284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Compliant",NA,NA
50065,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","PIKE MOTORWORKS BLDG 1 + 2 COMBINED","715 E PINE ST","SEATTLE","WA",98122,"8804900215",3,"EAST",47.61491,-122.32272,2015,1,7,93203,7886,85317,NA,"Multifamily Housing",206821,"Retail Store",19120,"Non-Refrigerated Warehouse",5594,NA,"91",33.09999847,33,79.69999695,79.69999695,7655013,7645807,NA,1744289,5951514,17035,1703500,"Compliant",113.3,1.33
50067,2022,"Multifamily LR (1-4)","Multifamily LR (1-4)","THE MARION WEST","5019 ROOSEVELT WAY NE","SEATTLE","WA",98105,"8814800000",4,"NORTHEAST",47.66566,-122.31772,2016,1,4,35780,0,35780,NA,"Multifamily Housing",29627,NA,NA,NA,NA,NA,"61",45.09999847,43.59999847,106.8000031,102.8000031,1336674,1291880,NA,295012,1006582,3301,330090,"Compliant",21.4,0.6
50070,2022,"NonResidential","Other - Recreation","TENNIS CENTER SAND POINT","7135 SPORTSFIELD DR NE","SEATTLE","WA",98115,"0225049062",4,"NORTHEAST",47.68109,-122.2618,2013,1,1,72000,0,72000,NA,"Other - Recreation",73440,NA,NA,NA,NA,NA,NA,58.90000153,58.5,107.6999969,107.1999969,4326146,4295805,NA,563504,1922674,24035,2403470,"Compliant",135,1.88
50071,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","THE WESTSIDE- OFF BROADWAY","801 E THOMAS ST","SEATTLE","WA",98102,"6003501185",3,"EAST",47.62107,-122.32156,2015,1,7,41384,15062,26322,NA,"Multifamily Housing",34643,"Parking",8266,"Personal Services (Health/Beauty, Dry Cleaning, etc)",1714,NA,NA,NA,NA,NA,NA,NA,NA,NA,201650,688031,NA,NA,"Not Compliant",2.6,0.1
50072,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","SOREN APARTMENTS","5711 24TH AVE NW","SEATTLE","WA",98107,"2767605130",6,"BALLARD",47.67054,-122.388,2015,1,6,121218,29825,91393,NA,"Multifamily Housing",91393,"Parking",29825,NA,NA,NA,"98",33,32.20000076,76.69999695,74.40000153,3018416,2940245,NA,643651,2196138,8223,822280,"Compliant",52.1,0.57
50073,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","SPRUCE WEST SEATTLE","4555 39TH AVE SW","SEATTLE","WA",98116,"7942040000",1,"SOUTHWEST",47.5616,-122.3819,2015,1,7,409825,173086,236739,NA,"Multifamily Housing",177339,"Fitness Center/Health Club/Gym",41837,"Parking",0,NA,"63",49.90000153,49.70000076,112.4000015,112.1999969,10938432,10888852,NA,2203639,7518816,34196,3419610,"Compliant",210.5,0.89
50074,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","GREENWOOD PLACE","14307 GREENWOOD AVE N","SEATTLE","WA",98133,"1980200256",5,"NORTHWEST",47.73256,-122.3559,2015,1,5,49774,13421,36353,NA,"Multifamily Housing",31311,"Parking",13421,"Retail Store",3425,NA,NA,NA,NA,NA,NA,NA,NA,NA,341523,1165276,NA,NA,"Not Compliant",4.5,0.12
50075,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","ASTRO APARTMENTS","315 1ST AVE N","SEATTLE","WA",98109,"1980200256",7,"MAGNOLIA / QUEEN ANNE",47.62157,-122.35569,2015,1,7,260051,90503,169548,NA,"Multifamily Housing",145784,"Parking",64341,NA,NA,NA,"94",46.59999847,45.40000153,95.09999847,93.09999847,6789670,6625125,NA,1128740,3851261,29384,2938410,"Compliant",170.8,1.01
50076,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","BRIDGES@11TH","4557 11TH AVE NE","SEATTLE","WA",98105,"6746701320",4,"NORTHEAST",47.66249,-122.31675,2015,1,7,233757,46280,187477,NA,"Multifamily Housing",187477,"Parking",46280,NA,NA,NA,"100",26.70000076,25.79999924,63.29999924,60.79999924,5007298,4837422,NA,1105794,3772969,12343,1234330,"Compliant",80,0.43
50078,2022,"Multifamily HR (10+)","Multifamily HR (10+)","CORNISH SCHL STUDENT HSNG","2025 TERRY AVE","SEATTLE","WA",98121,"0660001324",7,"DOWNTOWN",47.61753,-122.3362,2015,1,20,149976,12223,137753,NA,"Residence Hall/Dormitory",152477,"Parking",0,"College/University",9733,NA,"91",29.5,NA,68.59999847,NA,4501646,NA,NA,959842,3274982,NA,NA,"Not Compliant",12.6,0.09
50081,2022,"NonResidential","K-12 School","HAMLIN ROBINSON SCHOOL","1701 20TH AVE S","SEATTLE","WA",98144,"7548300840",3,"GREATER DUWAMISH",47.58831,-122.3065,2015,1,3,45000,0,45000,NA,"K-12 School",45728,"Parking",0,NA,NA,NA,"50",31,31,86.80000305,86.80000305,1418329,1418329,NA,415689,1418329,NA,NA,"Compliant",5.4,0.12
50082,2022,"Multifamily LR (1-4)","Multifamily LR (1-4)","STREAM FIFTEEN","605 15TH AVE E","SEATTLE","WA",98112,"3303700030",3,"EAST",47.62441,-122.313,2015,1,4,36685,8254,28431,NA,"Multifamily Housing",28433,"Parking",8252,NA,NA,NA,"84",30.10000038,29.10000038,84.19999695,81.5,855041,827969,NA,250598,855041,NA,NA,"Compliant",3.3,0.12
50083,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","Smith & Burns","4455 INTERLAKE AVE N","SEATTLE","WA",98103,"7821200210",4,"LAKE UNION",47.66108,-122.34084,2015,1,5,175844,52045,123799,NA,"Multifamily Housing",123540,"Parking",49220,NA,NA,NA,NA,19.89999962,19.79999924,35.20000076,35,2461206,2441949,NA,294806,1005877,14553,1455330,"Compliant",81.1,0.66
50084,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","ROOSTER APTS","900 NE 65TH ST","SEATTLE","WA",98115,"9528103070",4,"NORTHEAST",47.67607,-122.31846,2015,1,7,213952,51739,162213,NA,"Multifamily Housing",205103,"Parking",49249,NA,NA,NA,"98",29.60000038,28.79999924,65.19999695,63.20000076,6079892,5904192,NA,1169440,3990129,20898,2089760,"Compliant",126.3,0.78
50085,2022,"NonResidential",NA,"AEGIS LIVING AT GALER","223 W GALER ST","SEATTLE","WA",98119,"1731801125",7,"MAGNOLIA / QUEEN ANNE",47.63204,-122.36012,2015,1,4,47612,6602,41010,NA,"Senior Living Community",41010,"Parking",6602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483240,1648816,NA,NA,"Not Compliant",6.3,0.15
50086,2022,"Multifamily LR (1-4)","Multifamily LR (1-4)","NEW APARTMENT BUILDING","2208 15TH AVE W","SEATTLE","WA",98119,"2771601160",7,"MAGNOLIA / QUEEN ANNE",47.63892,-122.37582,2015,1,4,51095,2784,48311,NA,"Multifamily Housing",49324,"Parking",2791,NA,NA,NA,"77",68.90000153,66.80000305,123,119.8000031,3396067,3295082,NA,418884,1429233,19668,1966830,"Compliant",109.9,2.28
50088,2022,"Multifamily LR (1-4)","Multifamily LR (1-4)","VIBE","3601 GREENWOOD AVE N","SEATTLE","WA",98103,"1972200290",6,"LAKE UNION",47.65295,-122.35593,2015,1,4,41403,0,41403,NA,"Multifamily Housing",38468,"Parking",6637,"Personal Services (Health/Beauty, Dry Cleaning, etc)",3573,NA,"99",29.60000038,28.5,66.30000305,63.20000076,1245649,1197795,NA,247737,845280,4004,400370,"Compliant",24.5,0.59
50089,2022,"Multifamily LR (1-4)",NA,"ATRIUM APARTMENTS","3104 S DAY ST","SEATTLE","WA",98144,"3628800000",3,"CENTRAL",47.59052,-122.29208,2015,1,3,25442,604,24838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Compliant",NA,NA
50090,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","NOLAN","4717 BROOKLYN AVE NE","SEATTLE","WA",98105,"8817400110",4,"NORTHEAST",47.66366,-122.3145,2015,1,7,63825,4850,58975,NA,"Multifamily Housing",48591,"Office",1200,NA,NA,NA,"99",41.40000153,40.59999847,87.09999847,85.30000305,2061124,2023094,NA,364118,1242372,8188,818750,"Compliant",48.3,0.82
50092,2022,"Nonresidential WA","Residence Hall/Dormitory","TERRY & MAPLE HALL UW","1101 NE CAMPUS PKWY","SEATTLE","WA",98105,"1142002345",4,"NORTHEAST",47.65581,-122.31617,2015,1,7,325000,0,325000,NA,"Residence Hall/Dormitory",325000,NA,NA,NA,NA,NA,"66",63.29999924,NA,115,NA,20585906,NA,NA,2641497,9012788,115731,11573120,"Compliant",649.2,2
50093,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","RETAIL & RESIDENTIAL BUILDING","820 YESLER WAY","SEATTLE","WA",98104,"9822000080",3,"EAST",47.60189,-122.32182,2015,1,6,86045,8908,77137,NA,"Multifamily Housing",78359,"Parking",8126,"Other - Public Services",1369,NA,"92",27.5,26.79999924,76.90000153,75,2188786,2135004,NA,641496,2188786,NA,NA,"Compliant",8.4,0.11
50094,2022,"NonResidential","Laboratory","ALLEN INSTITUTE FOR BRAIN SCIENCE (AIBS)","601 WESTLAKE AVE N","SEATTLE","WA",98109,"4088803385",7,"LAKE UNION",47.62497,-122.33883,2015,1,6,345290,85028,260262,NA,"Laboratory",263703,"Parking",80168,"Other - Restaurant/Bar",10969,NA,NA,168.1000061,162.6000061,360,352.7999878,46174388,44662684,NA,8441765,28803302,173711,17371091,"Compliant",1033,3.97
50095,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","Broadstone Sky","4745 40TH AVE SW","SEATTLE","WA",98116,"7579200395",1,"SOUTHWEST",47.55976,-122.3832,2015,1,7,208136,58818,149318,NA,"Multifamily Housing",122333,"Parking",45106,"Restaurant",1000,NA,"99",36,35.70000076,74.80000305,74.40000153,4438592,4400040,NA,763697,2605734,18329,1832860,"Compliant",107.3,0.72
50096,2022,"NonResidential","Office","MADISON CENTER","920 5TH AVE","SEATTLE","WA",98104,"0942000415",7,"DOWNTOWN",47.60647,-122.33135,2016,1,37,990000,202000,788000,NA,"Office",756991,"Parking",201230,NA,NA,NA,"89",33.5,33.09999847,86.90000153,86.19999695,25356482,25057746,NA,6560713,22385153,29713,2971330,"Compliant",243.7,0.31
50097,2022,"Multifamily LR (1-4)","Multifamily LR (1-4)","QUEEN ANNE FLATS","521 2ND AVE W","SEATTLE","WA",98119,"1990200300",7,"MAGNOLIA / QUEEN ANNE",47.62397,-122.35972,2014,1,4,23060,0,23060,NA,"Multifamily Housing",23060,NA,NA,NA,NA,NA,"92",33.09999847,31.70000076,69.80000305,66.80000305,763989,731952,NA,135268,461533,3025,302460,"Compliant",17.8,0.77
50098,2022,"Multifamily LR (1-4)","Multifamily LR (1-4)","1806 23rd Ave Microhousing","1806 23RD AVE","SEATTLE","WA",98122,"1407300010",3,"CENTRAL",47.61791,-122.3023,2014,1,4,20246,2580,17666,NA,"Multifamily Housing",20246,NA,NA,NA,NA,NA,"98",33.20000076,32.40000153,75.90000153,73.90000153,671156,655408,NA,139321,475364,1958,195790,"Compliant",12.2,0.69
50099,2022,"Multifamily HR (10+)","Multifamily HR (10+)","HELIOS APTS","1600 2ND AVE","SEATTLE","WA",98101,"7683890010",7,"DOWNTOWN",47.61067,-122.33957,2019,1,39,559958,127958,432000,NA,"Multifamily Housing",390743,"Parking",151254,NA,NA,NA,"82",44,42.59999847,96.30000305,94.90000153,17178400,16652402,NA,3281103,11195123,59833,5983270,"Compliant",360.7,0.83
50101,2022,"Nonresidential WA","Museum","UW - BURKE MEMORIAL-WASHINGTON STATE MUSEUM","4300 15TH AVE NE","SEATTLE","WA",98195,"1625049001",4,"NORTHEAST",47.66061,-122.31062,2018,3,1,116756,0,116756,NA,"Museum",116756,"Parking",0,NA,NA,NA,NA,84,83.5,167.3999939,166.3000031,9810713,9747419,NA,1547170,5278944,45318,4531770,"Compliant",260.9,2.23
50130,2022,"NonResidential","Office","744 N 34TH ST","744 N 34TH ST","SEATTLE","WA",98103,"1972202710",6,"LAKE UNION",47.64963,-122.3484,2017,1,5,202081,78749,123332,NA,"Office",108777,"Parking",78749,"Retail Store",14555,NA,NA,70.5,70.5,170.6999969,170.6999969,8700509,8700509,NA,1996119,6810758,18898,1889750,"Compliant",126.5,1.03
50148,2022,"NonResidential",NA,"RESIDENCE INN SEATTLE U","4501 12TH AVE NE","Seattle","WA",NA,"7733600135",4,"NORTHEAST",47.66148,-122.31569,2016,1,7,180257,54695,125562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Compliant",NA,NA
50149,2022,"Multifamily MR (5-9)","Multifamily MR (5-9)","AURA WEST SEATTLE","4435 35TH AVE SW","Seattle","WA",NA,"952004280",1,"SOUTHWEST",47.56349,-122.37639,2016,1,6,195221,51761,143460,NA,"Multifamily Housing",143460,"Parking",48481,NA,NA,NA,"99",31.39999962,30.10000038,70.40000153,66.80000305,4508712,4316440,NA,899615,3069487,14392,1439230,"Compliant",88.2,0.61
50150,2022,"NonResidential","Hotel","HYATT HOUSE","201 5TH AVE N","Seattle","WA",NA,"1991200090",7,"LAKE UNION",47.62009,-122.34799,2016,1,8,142805,28069,114736,NA,"Hotel",115050,"Parking",28069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131438,3860466,NA,NA,"Not Compliant",14.8,0.13
50152,2022,"Multifamily LR (1-4)","Multifamily LR (1-4)","THE COURTYARD","4039 8TH AVE NE","Seattle","WA",NA,"4092301970",4,"NORTHEAST",47.65673,-122.3201,2016,1,4,22694,0,22694,NA,"Multifamily Housing",22694,NA,NA,NA,NA,NA,"100",27.5,27.20000076,57.70000076,57.09999847,623269,616947,NA,109580,373887,2494,249380,"Compliant",14.7,0.65
